cod_ncm;nom_categoria;desc_ncm;ignore1;ignore2;ignore3;ignore4;ignore5;
29332929;PRODUTOS QUÍMICOS ORGÂNICOS;29332929 - OUTS.COMP HETEROCÍCLIC.C/CICLO BENZ.CLORADO;;;;;;
29332930;PRODUTOS QUÍMICOS ORGÂNICOS;29332930 - CIMETIDINA E SEUS SAIS;;;;;;
29332940;PRODUTOS QUÍMICOS ORGÂNICOS;29332940 - 4-METIL-5-HIDROXIMETILIMIDAZOL E SEUS SAIS;;;;;;
29332991;PRODUTOS QUÍMICOS ORGÂNICOS;29332991 - IMIDAZOL;;;;;;
29332992;PRODUTOS QUÍMICOS ORGÂNICOS;29332992 - HISTIDINA E SEUS SAIS;;;;;;
29332993;PRODUTOS QUÍMICOS ORGÂNICOS;29332993 - ONDANSETRON E SEUS SAIS;;;;;;
29332994;PRODUTOS QUÍMICOS ORGÂNICOS;29332994 - 1-HIDROXIETIL-2-UNDECANOILIMIDAZOLINA;;;;;;
29332995;PRODUTOS QUÍMICOS ORGÂNICOS;29332995 - 1-HIDROXIETIL-2-(8-HEPTADECENOIL) IMIDAZOLINA;;;;;;
29332999;PRODUTOS QUÍMICOS ORGÂNICOS;29332999 - OUTS.COMP.C/UM CICLO IMIDAZOL, Ñ CONDENSADO;;;;;;
29333110;PRODUTOS QUÍMICOS ORGÂNICOS;29333110 - PIRIDINA;;;;;;
29333120;PRODUTOS QUÍMICOS ORGÂNICOS;29333120 - SAIS DA PIRIDINA;;;;;;
29333200;PRODUTOS QUÍMICOS ORGÂNICOS;29333200 - PIPERIDINA E SEUS SAIS;;;;;;
29333311;PRODUTOS QUÍMICOS ORGÂNICOS;29333311 - ALFENTANIL;;;;;;
29333312;PRODUTOS QUÍMICOS ORGÂNICOS;29333312 - ANILERIDINA;;;;;;
29333319;PRODUTOS QUÍMICOS ORGÂNICOS;29333319 - OUTROS SAIS DE ALFENTANIL E ANILERIDINA;;;;;;
29333321;PRODUTOS QUÍMICOS ORGÂNICOS;29333321 - BEZITRAMIDA;;;;;;
29333322;PRODUTOS QUÍMICOS ORGÂNICOS;29333322 - BROMAZEPAM;;;;;;
29333329;PRODUTOS QUÍMICOS ORGÂNICOS;29333329 - OUTS. SAIS DE BEZITRAMIDA E BROMAZEPAM;;;;;;
29333330;PRODUTOS QUÍMICOS ORGÂNICOS;29333330 - CETOBEMIDONA E SEUS SAIS;;;;;;
29333341;PRODUTOS QUÍMICOS ORGÂNICOS;29333341 - DIFENOXILATO;;;;;;
29333342;PRODUTOS QUÍMICOS ORGÂNICOS;29333342 - CLORIDRATO DE DIFENOXILATO;;;;;;
29333349;PRODUTOS QUÍMICOS ORGÂNICOS;29333349 - OUTROS SAIS DE DIFENOXILATO;;;;;;
29333351;PRODUTOS QUÍMICOS ORGÂNICOS;29333351 - DIFENOXINA;;;;;;
29333352;PRODUTOS QUÍMICOS ORGÂNICOS;29333352 - DIPIPANONA;;;;;;
29333359;PRODUTOS QUÍMICOS ORGÂNICOS;29333359 - OUTROS SAIS DE DIFENOXINA E DIPIPANONA;;;;;;
29333361;PRODUTOS QUÍMICOS ORGÂNICOS;29333361 - FENCICLIDINA (PCP);;;;;;
29333362;PRODUTOS QUÍMICOS ORGÂNICOS;29333362 - FENOPERIDINA;;;;;;
29333363;PRODUTOS QUÍMICOS ORGÂNICOS;29333363 - FENTANIL;;;;;;
29333369;PRODUTOS QUÍMICOS ORGÂNICOS;29333369 - OUTS.SAIS D/FENCICLID.(PCP),FENOPER.,FENTANIL;;;;;;
29333371;PRODUTOS QUÍMICOS ORGÂNICOS;29333371 - METILFENIDATO;;;;;;
29333372;PRODUTOS QUÍMICOS ORGÂNICOS;29333372 - PENTAZOCINA;;;;;;
29333379;PRODUTOS QUÍMICOS ORGÂNICOS;29333379 - OUTROS SAIS METILFENIDATO E PENTAZOCINA;;;;;;
29333381;PRODUTOS QUÍMICOS ORGÂNICOS;29333381 - PETIDINA;;;;;;
29333382;PRODUTOS QUÍMICOS ORGÂNICOS;29333382 - INTERMEDIÁRIO A DA PETIDINA;;;;;;
29333383;PRODUTOS QUÍMICOS ORGÂNICOS;29333383 - PIPRADROL;;;;;;
29333384;PRODUTOS QUÍMICOS ORGÂNICOS;29333384 - CLORIDRATO DE PETIDINA;;;;;;
29333389;PRODUTOS QUÍMICOS ORGÂNICOS;29333389 - OUTS.SAIS D/PETID.,INTER.A D/PETID.PIPRADROL;;;;;;
29333391;PRODUTOS QUÍMICOS ORGÂNICOS;29333391 - PIRITRAMIDA;;;;;;
29333392;PRODUTOS QUÍMICOS ORGÂNICOS;29333392 - PROPIRAM;;;;;;
29333393;PRODUTOS QUÍMICOS ORGÂNICOS;29333393 - TRIMEPERIDINA;;;;;;
29333399;PRODUTOS QUÍMICOS ORGÂNICOS;29333399 - OUTS.SAIS D/PIRITRAMID.,PROPIRAM,TRIMEPERID.;;;;;;
29333912;PRODUTOS QUÍMICOS ORGÂNICOS;29333912 - DROPERIDOL;;;;;;
29333913;PRODUTOS QUÍMICOS ORGÂNICOS;29333913 - ÁCIDO NIFLÚMICO;;;;;;
29333914;PRODUTOS QUÍMICOS ORGÂNICOS;29333914 - HALOXIFOP(AC. (RS)-2-Ý4-(3-CL.-5-TRIFLUORMETIL-ETC;;;;;;
29333915;PRODUTOS QUÍMICOS ORGÂNICOS;29333915 - HALOPERIDOL;;;;;;
29333919;PRODUTOS QUÍMICOS ORGÂNICOS;29333919 - OUTS.COMP.HETER.C/FLÚOR/BROMO,LIG.COVAL.;;;;;;
29333921;PRODUTOS QUÍMICOS ORGÂNICOS;29333921 - PICLORAM;;;;;;
29333922;PRODUTOS QUÍMICOS ORGÂNICOS;29333922 - CLORPIRIFÓS;;;;;;
29333923;PRODUTOS QUÍMICOS ORGÂNICOS;29333923 - MALATO ÁCIDO D/CLEBOPRIDA(MALAT.D/CLEBOPR.);;;;;;
29333924;PRODUTOS QUÍMICOS ORGÂNICOS;29333924 - CLORIDRATO DE LOPERAMIDA;;;;;;
29333925;PRODUTOS QUÍMICOS ORGÂNICOS;29333925 - ÁCIDO 2-(2-METIL-3-CLOROANIL.)NICOTÍNICO E S/SAL;;;;;;
29333929;PRODUTOS QUÍMICOS ORGÂNICOS;29333929 - OUTS.COMP.HETEROCS.C/CLORO,S/ FLÚOR/BROMO;;;;;;
29333931;PRODUTOS QUÍMICOS ORGÂNICOS;29333931 - TERFENADINA;;;;;;
29333932;PRODUTOS QUÍMICOS ORGÂNICOS;29333932 - BIPERIDENO E SEUS SAIS;;;;;;
29333933;PRODUTOS QUÍMICOS ORGÂNICOS;29333933 - ÁCIDO ISONICOTÍNICO;;;;;;
29333934;PRODUTOS QUÍMICOS ORGÂNICOS;29333934 - 5-ETIL-2,3-DICARBOXIPIRIDINA (5-EPDC);;;;;;
29333935;PRODUTOS QUÍMICOS ORGÂNICOS;29333935 - IMAZETAPIR;;;;;;
29333936;PRODUTOS QUÍMICOS ORGÂNICOS;29333936 - QUINUCLIDIN-3-OL;;;;;;
29333939;PRODUTOS QUÍMICOS ORGÂNICOS;29333939 - OUT.CUJA ESTR.CONT.FUNÇ.ÁLC.,ÁC.CARB.Ñ HALOG.;;;;;;
29333943;PRODUTOS QUÍMICOS ORGÂNICOS;29333943 - NIFEDIPINA;;;;;;
29333944;PRODUTOS QUÍMICOS ORGÂNICOS;29333944 - NITRENDIPINA;;;;;;
29333945;PRODUTOS QUÍMICOS ORGÂNICOS;29333945 - MALEATO DE PIRILAMINA;;;;;;
29333946;PRODUTOS QUÍMICOS ORGÂNICOS;29333946 - OMEPRAZOL;;;;;;
29333947;PRODUTOS QUÍMICOS ORGÂNICOS;29333947 - BENZILATO DE 3-QUINUCLIDINILA;;;;;;
29333948;PRODUTOS QUÍMICOS ORGÂNICOS;29333948 - NIMODIPINA;;;;;;
29333949;PRODUTOS QUÍMICOS ORGÂNICOS;29333949 - OUT.CUJA ESTR.CONT.FUNÇ.ÉTER,ÉSTER Ñ FUN.ÁLC.;;;;;;
29333981;PRODUTOS QUÍMICOS ORGÂNICOS;29333981 - CLORIDRATO DE BENZETIMIDA;;;;;;
29333982;PRODUTOS QUÍMICOS ORGÂNICOS;29333982 - CLORIDRATO DE MEPIVACAÍNA;;;;;;
29333983;PRODUTOS QUÍMICOS ORGÂNICOS;29333983 - CLORIDRATO DE BUPIVACAÍNA;;;;;;
29333984;PRODUTOS QUÍMICOS ORGÂNICOS;29333984 - DICLORETO DE PARAQUAT;;;;;;
29333989;PRODUTOS QUÍMICOS ORGÂNICOS;29333989 - OUT.COMP.ESTRUT.CICLO PIRID.(HIDROG./Ñ)N-SUBS.;;;;;;
29333991;PRODUTOS QUÍMICOS ORGÂNICOS;29333991 - CLORIDRATO DE FENAZOPIRIDINA;;;;;;
29333992;PRODUTOS QUÍMICOS ORGÂNICOS;29333992 - ISONIAZIDA;;;;;;
29333993;PRODUTOS QUÍMICOS ORGÂNICOS;29333993 - 3-CIANOPIRIDINA;;;;;;
29333994;PRODUTOS QUÍMICOS ORGÂNICOS;29333994 - 4,4'-BIPIRIDINA;;;;;;
29333999;PRODUTOS QUÍMICOS ORGÂNICOS;29333999 - OUTS.COMP.C/ESTRUT.C/UM CICLO D/PIRID.Ñ COND.;;;;;;
29334110;PRODUTOS QUÍMICOS ORGÂNICOS;29334110 - LEVORFANOL;;;;;;
29334120;PRODUTOS QUÍMICOS ORGÂNICOS;29334120 - SAIS DE LEVORFANOL;;;;;;
29334911;PRODUTOS QUÍMICOS ORGÂNICOS;29334911 - ÁCIDO 2,3-QUINOLINODICARBOXÍLICO;;;;;;
29334912;PRODUTOS QUÍMICOS ORGÂNICOS;29334912 - ROSOXACINA;;;;;;
29334913;PRODUTOS QUÍMICOS ORGÂNICOS;29334913 - IMAZAQUIN;;;;;;
29334919;PRODUTOS QUÍMICOS ORGÂNICOS;29334919 - OUTS.DERIVADOS D/ÁCIDO QUINOLINOCARBOXÍLICO;;;;;;
29334920;PRODUTOS QUÍMICOS ORGÂNICOS;29334920 - OXAMINIQUINA;;;;;;
29334930;PRODUTOS QUÍMICOS ORGÂNICOS;29334930 - BROXIQUINOLINA;;;;;;
29334940;PRODUTOS QUÍMICOS ORGÂNICOS;29334940 - ÉSTERES DO LEVORFANOL;;;;;;
29334990;PRODUTOS QUÍMICOS ORGÂNICOS;29334990 - OUTS.COMP.C/CICLO QUINOLEÍNA OU ISOQ. S/COND.;;;;;;
29335200;PRODUTOS QUÍMICOS ORGÂNICOS;29335200 - MALONILURÉIA (ÁCIDO BARBITÚRICO) E SEUS SAIS;;;;;;
29335311;PRODUTOS QUÍMICOS ORGÂNICOS;29335311 - ALOBARBITAL E SEUS SAIS;;;;;;
29335312;PRODUTOS QUÍMICOS ORGÂNICOS;29335312 - AMOBARBITAL E SEUS SAIS;;;;;;
29335321;PRODUTOS QUÍMICOS ORGÂNICOS;29335321 - BARBITAL E SEUS SAIS;;;;;;
29335322;PRODUTOS QUÍMICOS ORGÂNICOS;29335322 - BUTALBITAL E SEUS SAIS;;;;;;
29335323;PRODUTOS QUÍMICOS ORGÂNICOS;29335323 - BUTOBARBITAL E SEUS SAIS;;;;;;
29335330;PRODUTOS QUÍMICOS ORGÂNICOS;29335330 - CICLOBARBITAL E SEUS SAIS;;;;;;
29335340;PRODUTOS QUÍMICOS ORGÂNICOS;29335340 - FENOBARBITAL E SEUS SAIS;;;;;;
29335350;PRODUTOS QUÍMICOS ORGÂNICOS;29335350 - METILFENOBARBITAL E SEUS SAIS;;;;;;
29335360;PRODUTOS QUÍMICOS ORGÂNICOS;29335360 - PENTOBARBITAL E SEUS SAIS;;;;;;
29335371;PRODUTOS QUÍMICOS ORGÂNICOS;29335371 - SECBUTABARBITAL E SEUS SAIS;;;;;;
29335372;PRODUTOS QUÍMICOS ORGÂNICOS;29335372 - SECOBARBITAL E SEUS SAIS;;;;;;
29335380;PRODUTOS QUÍMICOS ORGÂNICOS;29335380 - VENILBITAL E SEUS SAIS;;;;;;
29335400;PRODUTOS QUÍMICOS ORGÂNICOS;"29335400 - OUTS.DERIV.D/MANOLINURÉIA;SAIS DESTES PROD.";;;;;;
29335510;PRODUTOS QUÍMICOS ORGÂNICOS;29335510 - LOPRAZOLAM E SEUS SAIS;;;;;;
29335520;PRODUTOS QUÍMICOS ORGÂNICOS;29335520 - MECLOQUALONA E SEUS SAIS;;;;;;
29335530;PRODUTOS QUÍMICOS ORGÂNICOS;29335530 - METAQUALONA E SEUS SAIS;;;;;;
29335540;PRODUTOS QUÍMICOS ORGÂNICOS;29335540 - ZIPEPROL E SEUS SAIS;;;;;;
29335911;PRODUTOS QUÍMICOS ORGÂNICOS;29335911 - OXATOMIDA;;;;;;
29335912;PRODUTOS QUÍMICOS ORGÂNICOS;29335912 - PRAZIQUANTEL;;;;;;
29335913;PRODUTOS QUÍMICOS ORGÂNICOS;29335913 - NORFLOXACINA E SEU NICOTINATO;;;;;;
29335914;PRODUTOS QUÍMICOS ORGÂNICOS;29335914 - FLUNARIZINA E SEU DICLORIDRATO;;;;;;
29335915;PRODUTOS QUÍMICOS ORGÂNICOS;"29335915 - ENROFLOXACINA; SAIS DE PIPERAZINA";;;;;;
29335916;PRODUTOS QUÍMICOS ORGÂNICOS;29335916 - CLORIDRATO DE BUSPIRONA;;;;;;
29335919;PRODUTOS QUÍMICOS ORGÂNICOS;29335919 - OUTS.COMPS.HETEROCS.,COM CICLO PIPERAZINA;;;;;;
29335921;PRODUTOS QUÍMICOS ORGÂNICOS;29335921 - BROMACIL;;;;;;
29335922;PRODUTOS QUÍMICOS ORGÂNICOS;29335922 - TERBACIL;;;;;;
29335923;PRODUTOS QUÍMICOS ORGÂNICOS;29335923 - FLUOROURACIL;;;;;;
29335929;PRODUTOS QUÍMICOS ORGÂNICOS;29335929 - OUTS.COMPS.HETEROCS.CICLO PIRIMIDINA,HALOG.;;;;;;
29335931;PRODUTOS QUÍMICOS ORGÂNICOS;29335931 - PROPILTIOURACIL;;;;;;
29335932;PRODUTOS QUÍMICOS ORGÂNICOS;29335932 - DIAZINON;;;;;;
29335933;PRODUTOS QUÍMICOS ORGÂNICOS;29335933 - PIRAZOFÓS;;;;;;
29335934;PRODUTOS QUÍMICOS ORGÂNICOS;29335934 - AZATIOPRINA;;;;;;
29335935;PRODUTOS QUÍMICOS ORGÂNICOS;29335935 - 6-MERCAPTOPURINA;;;;;;
29335939;PRODUTOS QUÍMICOS ORGÂNICOS;29335939 - OUTS.COMP.HETER.CICLO PIRIMIDINA,ENXOFRE S/H.;;;;;;
29335941;PRODUTOS QUÍMICOS ORGÂNICOS;29335941 - TRIMETOPRIMA;;;;;;
29335942;PRODUTOS QUÍMICOS ORGÂNICOS;29335942 - ACICLOVIR;;;;;;
29335943;PRODUTOS QUÍMICOS ORGÂNICOS;29335943 - TOSILATOS DE DIPIRIDAMOL;;;;;;
29335944;PRODUTOS QUÍMICOS ORGÂNICOS;29335944 - NICARBAZINA;;;;;;
29335945;PRODUTOS QUÍMICOS ORGÂNICOS;29335945 - BISSULFITO DE MENADIONA DIMETILPIRIMIDINOL;;;;;;
29335949;PRODUTOS QUÍMICOS ORGÂNICOS;29335949 - OUTS.COMP.C/PIRIMIDINA S/HALOGÊNIOS/ENXOFRE;;;;;;
29335991;PRODUTOS QUÍMICOS ORGÂNICOS;29335991 - MINOXIDIL;;;;;;
29335992;PRODUTOS QUÍMICOS ORGÂNICOS;29335992 - 2-AMINOPIRIMIDINA;;;;;;
29335999;PRODUTOS QUÍMICOS ORGÂNICOS;29335999 - OUTS.COMP.C/UM CICLO,PIRIMIDINA OU PIPERAZINA;;;;;;
29336100;PRODUTOS QUÍMICOS ORGÂNICOS;29336100 - MELAMINA;;;;;;
29336911;PRODUTOS QUÍMICOS ORGÂNICOS;29336911 - 2,4,6-TRICLOROTRIAZINA (CLORETO CIANÚRICO);;;;;;
29336912;PRODUTOS QUÍMICOS ORGÂNICOS;29336912 - MERCAPTODICLOROTRIAZINA;;;;;;
29336913;PRODUTOS QUÍMICOS ORGÂNICOS;29336913 - ATRAZINA;;;;;;
29336914;PRODUTOS QUÍMICOS ORGÂNICOS;29336914 - SIMAZINA;;;;;;
29336915;PRODUTOS QUÍMICOS ORGÂNICOS;29336915 - CIANAZINA;;;;;;
29336916;PRODUTOS QUÍMICOS ORGÂNICOS;29336916 - ANILAZINA;;;;;;
29336919;PRODUTOS QUÍMICOS ORGÂNICOS;29336919 - OUT.COMP.HETEROCÍC.CICL.TRIAZINA,C/CLORO LIG.;;;;;;
29336921;PRODUTOS QUÍMICOS ORGÂNICOS;29336921 - N,N,N-TRIIDROXIETILEXAIDROTRIAZINA;;;;;;
29336922;PRODUTOS QUÍMICOS ORGÂNICOS;29336922 - HEXAZINONA;;;;;;
29336923;PRODUTOS QUÍMICOS ORGÂNICOS;29336923 - METRIBUZIM;;;;;;
29336929;PRODUTOS QUÍMICOS ORGÂNICOS;29336929 - OUT.COMP.HETEROC.CICLO TRIAZINA,S/CLORO COV.;;;;;;
29336991;PRODUTOS QUÍMICOS ORGÂNICOS;29336991 - AMETRINA;;;;;;
29336992;PRODUTOS QUÍMICOS ORGÂNICOS;29336992 - METENAMINA(HEXAMETILENOTETRAMINA) E SAIS;;;;;;
29336999;PRODUTOS QUÍMICOS ORGÂNICOS;29336999 - OUTS.COMP.HETEROC.C/1 CICLO D/TRIAZINA,Ñ COND;;;;;;
29337100;PRODUTOS QUÍMICOS ORGÂNICOS;29337100 - 6-HEXANOLACTAMA (EPSILON-CAPROLACTAMA);;;;;;
29337210;PRODUTOS QUÍMICOS ORGÂNICOS;29337210 - CLOBAZAM;;;;;;
29337220;PRODUTOS QUÍMICOS ORGÂNICOS;29337220 - METILPRILONA;;;;;;
29337910;PRODUTOS QUÍMICOS ORGÂNICOS;29337910 - PIRACETAM;;;;;;
29337990;PRODUTOS QUÍMICOS ORGÂNICOS;29337990 - OUTRAS LACTAMAS;;;;;;
29339111;PRODUTOS QUÍMICOS ORGÂNICOS;29339111 - ALPRAZOLAM;;;;;;
29339112;PRODUTOS QUÍMICOS ORGÂNICOS;29339112 - CAMAZEPAM;;;;;;
29339113;PRODUTOS QUÍMICOS ORGÂNICOS;29339113 - CLONAZEPAM;;;;;;
29339114;PRODUTOS QUÍMICOS ORGÂNICOS;29339114 - CLORAZEPATO;;;;;;
29339115;PRODUTOS QUÍMICOS ORGÂNICOS;29339115 - CLORODIAZEPÓXIDO;;;;;;
29339119;PRODUTOS QUÍMICOS ORGÂNICOS;29339119 - OUTS.SAIS D/ALPRAZ.CAMAZ.CLONAZ.CLORAZ.CLOR.;;;;;;
29339121;PRODUTOS QUÍMICOS ORGÂNICOS;29339121 - DELORAZEPAM;;;;;;
29339122;PRODUTOS QUÍMICOS ORGÂNICOS;29339122 - DIAZEPAM;;;;;;
29339123;PRODUTOS QUÍMICOS ORGÂNICOS;29339123 - ESTAZOLAM;;;;;;
29339129;PRODUTOS QUÍMICOS ORGÂNICOS;29339129 - OUTS.SAIS D/DELORAZEPAM,DIAZ. E ESTAZOLAM;;;;;;
29339131;PRODUTOS QUÍMICOS ORGÂNICOS;29339131 - FLUDIAZEPAM;;;;;;
29339132;PRODUTOS QUÍMICOS ORGÂNICOS;29339132 - FLUNITRAZEPAM;;;;;;
29339133;PRODUTOS QUÍMICOS ORGÂNICOS;29339133 - FLURAZEPAM;;;;;;
29339134;PRODUTOS QUÍMICOS ORGÂNICOS;29339134 - HALAZEPAM;;;;;;
29339139;PRODUTOS QUÍMICOS ORGÂNICOS;29339139 - OUTS.SAIS D/FLUDIAZEPAM,FLUNIT.,FLURAZ.,HALAZ.;;;;;;
29339141;PRODUTOS QUÍMICOS ORGÂNICOS;29339141 - LOFLAZEPATO DE ETILA;;;;;;
29339142;PRODUTOS QUÍMICOS ORGÂNICOS;29339142 - LORAZEPAM;;;;;;
29339143;PRODUTOS QUÍMICOS ORGÂNICOS;29339143 - LORMETAZEPAM;;;;;;
29339149;PRODUTOS QUÍMICOS ORGÂNICOS;29339149 - OUTS.SAIS D/LOFLAZEP. ETILA, LORAZ.,LORMETAZ.;;;;;;
29339151;PRODUTOS QUÍMICOS ORGÂNICOS;29339151 - MAZINDOL;;;;;;
29339152;PRODUTOS QUÍMICOS ORGÂNICOS;29339152 - MEDAZEPAM;;;;;;
29339153;PRODUTOS QUÍMICOS ORGÂNICOS;29339153 - MIDAZOLAM;;;;;;
29339159;PRODUTOS QUÍMICOS ORGÂNICOS;29339159 - OUTS.SAIS D/MAZINDOL, MEDAZEPAM E MIDAZOLAM;;;;;;
29339161;PRODUTOS QUÍMICOS ORGÂNICOS;29339161 - NIMETAZEPAM;;;;;;
29339162;PRODUTOS QUÍMICOS ORGÂNICOS;29339162 - NITRAZEPAM;;;;;;
29339163;PRODUTOS QUÍMICOS ORGÂNICOS;29339163 - NORDAZEPAM;;;;;;
29339164;PRODUTOS QUÍMICOS ORGÂNICOS;29339164 - OXAZEPAM;;;;;;
29339169;PRODUTOS QUÍMICOS ORGÂNICOS;29339169 - OUT.SAIS D/NIMETAZEPAM,NITRAZ.NORDAZ.OXAZEP.;;;;;;
29339171;PRODUTOS QUÍMICOS ORGÂNICOS;29339171 - PINAZEPAM;;;;;;
29339172;PRODUTOS QUÍMICOS ORGÂNICOS;29339172 - PIROVALERONA;;;;;;
29339173;PRODUTOS QUÍMICOS ORGÂNICOS;29339173 - PRAZEPAM;;;;;;
29339179;PRODUTOS QUÍMICOS ORGÂNICOS;29339179 - OUTS.SAIS D/PINAZEPAM,PIROVALERON.,PRAZEPAM;;;;;;
29339181;PRODUTOS QUÍMICOS ORGÂNICOS;29339181 - TEMAZEPAM;;;;;;
29339182;PRODUTOS QUÍMICOS ORGÂNICOS;29339182 - TETRAZEPAM;;;;;;
29339183;PRODUTOS QUÍMICOS ORGÂNICOS;29339183 - TRIAZOLAM;;;;;;
29339189;PRODUTOS QUÍMICOS ORGÂNICOS;29339189 - OUTS.SAIS D/TEMAZEPAM,TETRAZEPAM.,TRIAZOLAM;;;;;;
29339200;PRODUTOS QUÍMICOS ORGÂNICOS;Novo NCM;;;;;;
29339911;PRODUTOS QUÍMICOS ORGÂNICOS;29339911 - PIRAZINAMIDA;;;;;;
29339912;PRODUTOS QUÍMICOS ORGÂNICOS;29339912 - CLORIDRATO DE AMILORIDA;;;;;;
29339913;PRODUTOS QUÍMICOS ORGÂNICOS;29339913 - PINDOLOL;;;;;;
29339919;PRODUTOS QUÍMICOS ORGÂNICOS;29339919 - OUTS.EST.C/1CICL.PIR.Ñ COND.CICL. INDOL S/COND.;;;;;;
29339920;PRODUTOS QUÍMICOS ORGÂNICOS;29339920 - OUTS.COMP.HETEROCICL.C/CICL.DIAZEPINA(HIDROG.);;;;;;
29339931;PRODUTOS QUÍMICOS ORGÂNICOS;29339931 - DIBENZOAZEPINA (IMINOESTILBENO);;;;;;
29339932;PRODUTOS QUÍMICOS ORGÂNICOS;29339932 - CARBAMAZEPINA;;;;;;
29339933;PRODUTOS QUÍMICOS ORGÂNICOS;29339933 - CLORIDRATO DE CLOMIPRAMINA;;;;;;
29339934;PRODUTOS QUÍMICOS ORGÂNICOS;29339934 - MOLINATE(HEXAID.-1-CARBOTIOATO DE S-ETILA);;;;;;
29339935;PRODUTOS QUÍMICOS ORGÂNICOS;29339935 - HEXAMETILENOIMINA;;;;;;
29339939;PRODUTOS QUÍMICOS ORGÂNICOS;29339939 - OUTROS COMP.C/ESTRUTURA C/UM CICLO AZEPINA;;;;;;
29339941;PRODUTOS QUÍMICOS ORGÂNICOS;"29339941 - CLEMASTINA E SEUS DERIV.;SAIS DESTES PRODS.";;;;;;
29339942;PRODUTOS QUÍMICOS ORGÂNICOS;29339942 - AMISULPRIDA;;;;;;
29339943;PRODUTOS QUÍMICOS ORGÂNICOS;29339943 - SULTOPRIDA;;;;;;
29339944;PRODUTOS QUÍMICOS ORGÂNICOS;29339944 - ALIZAPRIDA;;;;;;
29339945;PRODUTOS QUÍMICOS ORGÂNICOS;"29339945 - BUFLOMEDIL E SEUS DERIV.;SAIS DESTES PRODS.";;;;;;
29339946;PRODUTOS QUÍMICOS ORGÂNICOS;29339946 - MALEATO DE ENALAPRIL;;;;;;
29339947;PRODUTOS QUÍMICOS ORGÂNICOS;29339947 - KETOROLAC TROMETAMINA;;;;;;
29339949;PRODUTOS QUÍMICOS ORGÂNICOS;29339949 - OUTROS COMP.C/ESTRUTURA C/UM CICLO PIRROL;;;;;;
29339951;PRODUTOS QUÍMICOS ORGÂNICOS;29339951 - BENOMIL;;;;;;
29339952;PRODUTOS QUÍMICOS ORGÂNICOS;29339952 - OXIFENDAZOL;;;;;;
29339953;PRODUTOS QUÍMICOS ORGÂNICOS;29339953 - ALBENDAZOL E SEU SULFÓXIDO;;;;;;
29339954;PRODUTOS QUÍMICOS ORGÂNICOS;29339954 - MEBENDAZOL;;;;;;
29339955;PRODUTOS QUÍMICOS ORGÂNICOS;29339955 - FLUBENDAZOL;;;;;;
29339956;PRODUTOS QUÍMICOS ORGÂNICOS;29339956 - FEMBENDAZOL;;;;;;
29339959;PRODUTOS QUÍMICOS ORGÂNICOS;29339959 - OUTS.COMP.C/ESTRUTURA C/UM CICLO IMIDAZOL;;;;;;
29339961;PRODUTOS QUÍMICOS ORGÂNICOS;29339961 - TRIADIMENOL;;;;;;
29339962;PRODUTOS QUÍMICOS ORGÂNICOS;29339962 - TRIADIMEFON;;;;;;
29339963;PRODUTOS QUÍMICOS ORGÂNICOS;29339963 - TRIAZOFÓS(FOSFOROTIOATO DE O,O-DIETILA O-);;;;;;
29339969;PRODUTOS QUÍMICOS ORGÂNICOS;29339969 - OUTS.COMP.C/ESTR.C/1 CICLO.TRIAZOL Ñ CONDENS.;;;;;;
29339991;PRODUTOS QUÍMICOS ORGÂNICOS;29339991 - AZINFÓS ETÍLICO;;;;;;
29339992;PRODUTOS QUÍMICOS ORGÂNICOS;29339992 - ÁCIDO NALIDÍXICO;;;;;;
29339993;PRODUTOS QUÍMICOS ORGÂNICOS;29339993 - CLOFAZIMINA;;;;;;
29339995;PRODUTOS QUÍMICOS ORGÂNICOS;29339995 - METILSSULFATO DE AMEZÍNIO;;;;;;
29339996;PRODUTOS QUÍMICOS ORGÂNICOS;29339996 - HIDRAZIDA MALÉICA E SEUS SAIS;;;;;;
29339999;PRODUTOS QUÍMICOS ORGÂNICOS;29339999 - OUTS.COMP.HETEROCÍCL.HETEROÁTOMOS D/NITR.;;;;;;
29341010;PRODUTOS QUÍMICOS ORGÂNICOS;29341010 - FENTIAZAC;;;;;;
29341020;PRODUTOS QUÍMICOS ORGÂNICOS;29341020 - CLORIDRATO DE TIAZOLIDINA;;;;;;
29341030;PRODUTOS QUÍMICOS ORGÂNICOS;29341030 - TIABENDAZOL;;;;;;
29341090;PRODUTOS QUÍMICOS ORGÂNICOS;29341090 - OUTS.COMP.HETEROC.C/UM CICLO TIAZOL Ñ COND.;;;;;;
29342010;PRODUTOS QUÍMICOS ORGÂNICOS;29342010 - 2-MERCAPTOBENZOTIAZOL E SEUS SAIS;;;;;;
29342020;PRODUTOS QUÍMICOS ORGÂNICOS;29342020 - 2,2'-DITIO-BIS (BENZOTIAZOL);;;;;;
29342031;PRODUTOS QUÍMICOS ORGÂNICOS;29342031 - 2-(TERBUTILAMINOTIO) BENZOTIAZOL;;;;;;
29342032;PRODUTOS QUÍMICOS ORGÂNICOS;29342032 - 2-(CICLOEXILAMINOTIO) BENZOTIAZOL;;;;;;
29342033;PRODUTOS QUÍMICOS ORGÂNICOS;29342033 - 2-(DICICLOEXILAMINOTIO) BENZOTIAZOL;;;;;;
29342034;PRODUTOS QUÍMICOS ORGÂNICOS;29342034 - 2-(4-MORFOLINILTIO) BENZOTIAZOL;;;;;;
