cod_ncm;nom_categoria;desc_ncm;ignore1;ignore2;ignore3;ignore4;ignore5;
59070000;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59070000 - OUTS.TECS.IMPREG./REVESTS./RECOBERTOS,ETC.;;;;;;
59080000;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59080000 - MECHAS MAT.TÊXTEIS TECIDAS ENTRANÇADAS/TRIC.;;;;;;
59090000;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59090000 - MANGUEIRAS/TUBOS SEMELH.D/MATÉRIAS TÊXTEIS;;;;;;
59100000;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59100000 - CORREIAS TRANSPORT./TRANSM.D/MATÉRIA TÊXTIL;;;;;;
59111000;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59111000 - TEC.FELTRO/TEC.FORR.D/FELTRO C/CAM.D/BORR.;;;;;;
59112010;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59112010 - GAZES/TELA P/PENEIR.D/MAT.TÊXTIL SINT.ART.,PEÇA;;;;;;
59112090;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59112090 - OUTS.GAZES/TELAS P/PENEIRAR,MMO CONFEC.;;;;;;
59113100;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59113100 - TEC./FELTROS UTIL.MÁQ.P/FABR.D/PAP.,P<650G/M2;;;;;;
59113200;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59113200 - TEC./FELTROS UTIL.MÁQ.P/FABR.D/PAP.,P>650G/M2;;;;;;
59114000;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59114000 - TEC.FILTR./ESPESSOS UTIL.PRENSAS D/ÓLEO,ETC.;;;;;;
59119000;"TECIDOS IMPREGNADOS, REVESTIDOS, RECOBERTOS OU ESTRATIFICADOS; ARTIGOS PARA USOS TÉCNICOS DE MATÉRIAS TÊXTEIS";59119000 - OUTS.PRODS/ARTEFS.D/MAT.TÊXTEIS,USOS TÉCNS.;;;;;;
60011010;TECIDOS DE MALHA;60011010 - TEC.D/MALHA D/ALGODÃO,DENOMIN.#FELPA LONGA#;;;;;;
60011020;TECIDOS DE MALHA;60011020 - TEC.FELPA LONGA/PÊLO COMPR.FIBR.SINT./ART.;;;;;;
60011090;TECIDOS DE MALHA;60011090 - TEC.D/OUT.MAT.TÊXTIL,DENOM.#FELPA LONGA#;;;;;;
60012100;TECIDOS DE MALHA;60012100 - TECIDOS ATOALHADOS DE ALGODÃO;;;;;;
60012200;TECIDOS DE MALHA;60012200 - TECIDOS ATOALHADOS D/FIBRAS SINT./ARTIFICIAIS;;;;;;
60012900;TECIDOS DE MALHA;60012900 - TECIDOS ATOALHADOS DE OUTRAS MAT.TÊXTEIS;;;;;;
60019100;TECIDOS DE MALHA;60019100 - OUTROS VELUDOS E PELÚCIAS D/ALGODÃO;;;;;;
60019200;TECIDOS DE MALHA;60019200 - OUTS.VELUDOS E PELÚCIAS DE FIBRAS SINT/ART.;;;;;;
60019900;TECIDOS DE MALHA;60019900 - OUTS.VELUDOS E PELÚCIAS DE OUTS.MAT.TÊXTEIS;;;;;;
60024010;TECIDOS DE MALHA;60024010 - TEC.D/MALHA D/ALGODÃO,L<=30CM,ELASTÔM.=>5%;;;;;;
60024020;TECIDOS DE MALHA;60024020 - TECIDOS D/MALHA FIBRA SINT./ART.,ELASTÔM.=>5%;;;;;;
60024090;TECIDOS DE MALHA;60024090 - TEC.D/MALHA OUTS.MAT.TÊXT.L<=30CM,ELAST.=>5%;;;;;;
60029010;TECIDOS DE MALHA;60029010 - TECIDOS DE MALHA DE ALGODÃO,L<=30CM;;;;;;
60029020;TECIDOS DE MALHA;60029020 - TECIDOS D/MALHA D/FIBRAS SINT/ART.,L<=30CM;;;;;;
60029090;TECIDOS DE MALHA;60029090 - TEC.D/MALHA OUTS.MATÉRIAS TÊXTEIS L<=30CM;;;;;;
60031000;TECIDOS DE MALHA;60031000 - TECIDOS DE MALHA DE LÃ/PÊLOS FINOS,L<=30CM;;;;;;
60032000;TECIDOS DE MALHA;60032000 - TECIDOS DE MALHA DE ALGODÃO,L<=30CM;;;;;;
60033000;TECIDOS DE MALHA;60033000 - OUTS.TECIDOS DE MALHA DE FIBRAS SINT.L<=30CM;;;;;;
60034000;TECIDOS DE MALHA;60034000 - OUTS.TECIDOS DE MALHA DE FIBRAS ART.L<=30CM;;;;;;
60039000;TECIDOS DE MALHA;60039000 - OUTS.TECIDOS DE MALHAS,L<=30CM;;;;;;
60041011;TECIDOS DE MALHA;60041011 - TEC.D/MALHA D/ALGODÃO,CRUS/BRANQUEADOS,L>30CM,ELAST>=5%;;;;;;
60041012;TECIDOS DE MALHA;60041012 - TEC.D/MALHA DE ALGODÃO,TINTOS,L>30CM,ELAST>=5%;;;;;;
60041013;TECIDOS DE MALHA;60041013 - TEC.D/MALHA D/ALGODÃO,FIOS DIVS.CORES,L>30CM,ELAST>=5%;;;;;;
60041014;TECIDOS DE MALHA;60041014 - TEC.D/MALHA D/ALGODÃO,ESTAMPADOS,L>30CM,ELAST>=5%;;;;;;
60041031;TECIDOS DE MALHA;60041031 - TEC. D/MALHA D/FIBRAS SINTÉTS.CRUS/BRANQS.,L>30CM,E>=5%;;;;;;
60041032;TECIDOS DE MALHA;60041032 - TEC. D/MALHA D/FIBRAS SINTÉTICAS,TINTOS,L>30CM,E>=5%;;;;;;
60041033;TECIDOS DE MALHA;60041033 - TEC. D/MAL. D/FIBS.SINTS.D/FIOS DIVS.CORES,L>30CM,E>=5%;;;;;;
60041034;TECIDOS DE MALHA;60041034 - TEC.D/MALHA D/FIBRAS SINTÉTICAS,ESTAMPADOS,L>30CM,E>=5%;;;;;;
60041041;TECIDOS DE MALHA;60041041 - TEC. D/FIBRAS ARTIFICIAIS,CRUS/BRANQUEADOS,L>30CM,E>=5%;;;;;;
60041042;TECIDOS DE MALHA;60041042 - TEC. D/FIBRAS ARTIFICIAIS,TINTOS,L>30CM,ELAST>=5%;;;;;;
60041043;TECIDOS DE MALHA;60041043 - TEC.D/FIBRAS ARTIFICIAIS,D/FIOS DIVS.CORES,L>30CM,E>=5%;;;;;;
60041044;TECIDOS DE MALHA;60041044 - TEC. D/FIBRAS ARTIFICIAIS,ESTAMPADOS,L>30CM,ELAST>=5%;;;;;;
60041091;TECIDOS DE MALHA;60041091 - TEC.D/MALHA D/OUTS.MAT.TÊXTEIS,CRUS/BRANQDS,L>30C,E>=5%;;;;;;
60041092;TECIDOS DE MALHA;60041092 - TEC. D/MALHA DE OUTS.MAT.TÊXTEIS,TINTOS,L>30CM,E>=5%;;;;;;
60041093;TECIDOS DE MALHA;60041093 - TEC.D/MAL.D/OUTS.MAT.TÊXTS,D/FIOS DIVS.CORS,L>30C,E>=5%;;;;;;
60041094;TECIDOS DE MALHA;60041094 - TEC. D/MALHA D/OUTS.MAT.TÊXTEIS,ESTAMPADOS,L>30CM,E>=5%;;;;;;
60049010;TECIDOS DE MALHA;60049010 - OUTS.TECIDOS D/MALHA DE ALGODÃO,L>30CM;;;;;;
60049030;TECIDOS DE MALHA;60049030 - OUTROS TECIDOS D/MALHA D/FIBRAS SINTÉTICAS,L>30CM,;;;;;;
60049040;TECIDOS DE MALHA;60049040 - OUTROS TECIDOS D/MALHA D/FIBRAS ARTIFICIAIS,L>30CM;;;;;;
60049090;TECIDOS DE MALHA;60049090 - OUTS.TECIDOS D/MALHA OUTS.MAT.TÊXTEIS L>30CM;;;;;;
60052100;TECIDOS DE MALHA;60052100 - TEC.MALHA-URDIDURA ALGODÃO CRUS OU BRANQ.;;;;;;
60052200;TECIDOS DE MALHA;60052200 - TECIDOS D/MALHA-URDIDURA D/ALGODÃO,TINGIDOS;;;;;;
60052300;TECIDOS DE MALHA;60052300 - TECIDOS MALHA-URDIDURA ALG.C/FIOS DIV.CORES;;;;;;
60052400;TECIDOS DE MALHA;60052400 - TECIDOS MALHA-URDIDURA ALGODÃO ESTAMPADA;;;;;;
60053100;TECIDOS DE MALHA;60053100 - TECIDOS MALHA-URDIDURA FIBR.SINT.CRU/BRANQ.;;;;;;
60053200;TECIDOS DE MALHA;60053200 - TECIDOS MALHA-URDIDURA FIBRAS SINT.,TINGIDOS;;;;;;
60053300;TECIDOS DE MALHA;60053300 - TEC.MALHA-URDIDURA FIBR.SINT.C/FIOS DIV.CORES;;;;;;
60053400;TECIDOS DE MALHA;60053400 - TECIDOS MALHA-URDIDURA FIBR.SINT.ESTAMPADOS;;;;;;
60053500;TECIDOS DE MALHA;Novo NCM;;;;;;
60053600;TECIDOS DE MALHA;Novo NCM;;;;;;
60053700;TECIDOS DE MALHA;Novo NCM;;;;;;
60053800;TECIDOS DE MALHA;Novo NCM;;;;;;
60053900;TECIDOS DE MALHA;Novo NCM;;;;;;
60054100;TECIDOS DE MALHA;60054100 - TECIDOS MALHA-URDIDURA FIBRA ART.CRU/BRANQ.;;;;;;
60054200;TECIDOS DE MALHA;60054200 - TECIDOS MALHA-URDIDURA FIBRAS ART.TINGIDOS;;;;;;
60054300;TECIDOS DE MALHA;60054300 - TEC.MALHA-URDIDURA FIBR.ART.C/FIOS DIV.CORES;;;;;;
60054400;TECIDOS DE MALHA;60054400 - TECIDOS MALHA-URDIDURA FIBR.ART.ESTAMPADOS;;;;;;
60059010;TECIDOS DE MALHA;60059010 - TECIDOS MALHA-URDIDURA DE LÃ OU PÊLOS FINOS;;;;;;
60059090;TECIDOS DE MALHA;60059090 - OUTROS TECIDOS MALHA-URDIDURA;;;;;;
60061000;TECIDOS DE MALHA;60061000 - OUTROS TECIDOS MALHA DE LÃ OU PÊLOS FINOS;;;;;;
60062100;TECIDOS DE MALHA;60062100 - OUTS.TEC.D/MALHA D/ALGODÃO CRU/BRANQUEADO;;;;;;
60062200;TECIDOS DE MALHA;60062200 - OUTS.TECIDOS MALHA DE ALGODÃO TINGIDOS;;;;;;
60062300;TECIDOS DE MALHA;60062300 - OUTS.TEC.MALHA D/ALGODÃO COM FIOS DIV.CORES;;;;;;
60062400;TECIDOS DE MALHA;60062400 - OUTS.TECIDOS DE MALHA ALGODÃO ESTAMPADOS;;;;;;
60063110;TECIDOS DE MALHA;60063110 - DE NÁILON OU DE OUTRAS POLIAMIDAS;;;;;;
60063120;TECIDOS DE MALHA;60063120 - DE POLIÉSTERES;;;;;;
60063130;TECIDOS DE MALHA;60063130 - ACRÍLICOS OU MODACRÍLICOS;;;;;;
60063190;TECIDOS DE MALHA;60063190 - OUTROS;;;;;;
60063210;TECIDOS DE MALHA;60063210 - DE NÁILON OU DE OUTRAS POLIAMIDAS;;;;;;
60063220;TECIDOS DE MALHA;60063220 - DE POLIÉSTERES;;;;;;
60063230;TECIDOS DE MALHA;60063230 - ACRÍLICOS OU MODACRÍLICOS;;;;;;
60063290;TECIDOS DE MALHA;60063290 - OUTROS;;;;;;
60063310;TECIDOS DE MALHA;60063310 - DE NÁILON OU DE OUTRAS POLIAMIDAS;;;;;;
60063320;TECIDOS DE MALHA;60063320 - DE POLIÉSTERES;;;;;;
60063330;TECIDOS DE MALHA;60063330 - ACRÍLICOS OU MODACRÍLICOS;;;;;;
60063390;TECIDOS DE MALHA;60063390 - OUTROS;;;;;;
60063410;TECIDOS DE MALHA;60063410 - DE NÁILON OU DE OUTRAS POLIAMIDAS;;;;;;
60063420;TECIDOS DE MALHA;60063420 - DE POLIÉSTERES;;;;;;
60063430;TECIDOS DE MALHA;60063430 - ACRÍLICOS OU MODACRÍLICOS;;;;;;
60063490;TECIDOS DE MALHA;60063490 - OUTROS;;;;;;
60064100;TECIDOS DE MALHA;60064100 - OUTROS TEC.D/MALHA FIBRAS ART.CRUS/BRANQ.;;;;;;
60064200;TECIDOS DE MALHA;60064200 - OUTROS TECIDOS D/MALHA FIBRAS ART.TINGIDOS;;;;;;
60064300;TECIDOS DE MALHA;60064300 - OUTS.TEC.D/MALHA FIBRAS ART.C/FIOS DIV.CORES;;;;;;
60064400;TECIDOS DE MALHA;60064400 - OUTS.TEC.D/MALHA DE FIBRAS ART.ESTAMPADOS;;;;;;
60069000;TECIDOS DE MALHA;60069000 - OUTS.TEC.DE MALHA,DE OUTS.MATÉRIAS TÊXTEIS;;;;;;
61012000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61012000 - CASACOS/SEML.MAL.MASC.EXC.6103 DE ALGODÃO;;;;;;
61013000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61013000 - CASACOS/SEML.MAL.MASC.EXC.6103 FIBR.SINT/ART.;;;;;;
61019010;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61019010 - CASACOS/SEML.MAL.MASC.EXC.6103 LÃ/PÊLO FINO;;;;;;
61019090;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61019090 - CASACOS/SEML.MAL.MASC.EXC.6103 OUTS.M.TÊXT.;;;;;;
61021000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61021000 - CASACOS/SEML.MAL.FEM.EXC.6104 LÃ/PÊLO FINO;;;;;;
61022000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61022000 - CASACOS/SEML.MAL.FEM.EXC.6104 DE ALGODÃO;;;;;;
61023000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61023000 - CASACOS/SEML.MAL.FEM.EXC.6104 FIBR.SINT./ART.;;;;;;
61029000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61029000 - CASACOS/SEML.MAL.FEM.EXC.6104 OUTS.MAT.TÊXT.;;;;;;
61031010;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61031010 - TERNOS MALHA DE LÃ/PÊLOS FINOS,USO MASC.;;;;;;
61031020;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61031020 - TERNOS MALHA DE FIBRAS SINTÉTICAS,USO MASC.;;;;;;
61031090;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61031090 - TERNOS MALHA DE OUTS.MATS.TÊXTEIS,USO MASC.;;;;;;
61032200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61032200 - CONJUNTOS MALHA DE ALGODÃO, USO MASC.;;;;;;
61032300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61032300 - CONJUNTOS MALHA DE FIBRA SINTÉTICA,USO MASC.;;;;;;
61032910;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61032910 - CONJUNTOS MALHA DE LÃ/PÊLOS FINOS,USO MASC.;;;;;;
61032990;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61032990 - CONJUNTOS MALHA OUTS.MAT.TÊXTEIS,USO MASC.;;;;;;
61033100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61033100 - PALETÓS(CASACOS)MALHA D/LÃ/PÊLO FINO, MASC.;;;;;;
61033200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61033200 - PALETÓS(CASACOS)MALHA ALGODÃO,USO MASC.;;;;;;
61033300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61033300 - PALETÓS(CASACOS)MALHA D/FIBR.SINT.USO MASC.;;;;;;
61033900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61033900 - PALETÓS(CASACOS)MALHA OUTS.MATS.TÊXTEIS;;;;;;
61034100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61034100 - CALÇAS,JARD.BERM.SHORT MALHA LÃ/PÊLO MASC.;;;;;;
61034200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61034200 - CALÇAS,JARD.BERM.SHORT MALHA ALG.MASC.;;;;;;
61034300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61034300 - CALÇAS,JARD.BERM.SHORT MALHA FIBR.SINTÉTICA;;;;;;
61034900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61034900 - CALÇAS,JARD.BERM.SHORT MALHA/MAT.TÊX.MASC.;;;;;;
61041300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61041300 - TAILLEURS MALHA DE FIBRA SINTÉTICA, USO FEM.;;;;;;
61041910;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61041910 - TAILLEURS MALHA DE LÃ/PÊLOS FINOS, USO FEM.;;;;;;
61041920;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61041920 - TAILLEURS MALHA DE ALGODÃO, USO FEMININO;;;;;;
61041990;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61041990 - TAILLEURS MALHA DE OUTS.MAT.TÊXTEIS, USO FEM.;;;;;;
61042200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61042200 - CONJUNTOS MALHA DE ALGODÃO, USO FEMININO;;;;;;
61042300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61042300 - CONJUNTOS MALHA DE FIBRA SINTÉTICA, USO FEM.;;;;;;
61042910;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61042910 - CONJUNTOS MALHA DE LÃ/PÊLOS FINOS, USO FEM.;;;;;;
61042990;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61042990 - CONJUNTOS MALHA D/OUT.MATS.TÊXTEIS, USO FEM.;;;;;;
61043100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61043100 - BLAZERS(CASACOS)MALHA DE LÃ/PÊLO, USO FEM.;;;;;;
61043200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61043200 - BLAZERS(CASACOS)MALHA DE ALGODÃO,USO FEM.;;;;;;
61043300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61043300 - BLAZERS(CASACOS)MALHA D/FIBRA SINT.,USO FEM.;;;;;;
61043900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61043900 - BLAZERS(CASACOS)MALHA D/OUTS.MAT.TÊXT.,FEM.;;;;;;
61044100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61044100 - VESTIDOS D/MALHA DE LÃ/PÊLOS FINOS;;;;;;
61044200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61044200 - VESTIDOS D/MALHA DE ALGODÃO;;;;;;
61044300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61044300 - VESTIDOS D/MALHA DE FIBRAS SINTÉTICAS;;;;;;
61044400;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61044400 - VESTIDOS D/MALHA DE FIBRAS ARTIFICIAIS;;;;;;
61044900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61044900 - VESTIDOS D/MALHA DE OUTS.MATS.TÊXTEIS;;;;;;
61045100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61045100 - SAIAS E SAIAS-CALÇAS MALHA DE LÃ/PÊLO FINO;;;;;;
61045200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61045200 - SAIAS E SAIAS-CALÇAS MALHA DE ALGODÃO;;;;;;
61045300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61045300 - SAIAS E SAIAS-CALÇAS MALHA D/FIBRAS SINTÉTICA;;;;;;
61045900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61045900 - SAIAS E SAIAS-CALÇAS MALHA D/OUTS.MAT.TÊXTEIS;;;;;;
61046100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61046100 - CALÇAS,JARD.BERM.SHORT MALHA LÃ/PÊLO,FEM;;;;;;
61046200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61046200 - CALÇAS,JARD.BERM.SHORT MALHA ALGODÃO,FEM.;;;;;;
61046300;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61046300 - CALÇAS,JARD.BERM.SHORT MALHA FIBRA SINT.FEM.;;;;;;
61046900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61046900 - CALÇAS,JARD.BERM.SHORT OUT.MAT.TÊXTIL,FEM.;;;;;;
61051000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61051000 - CAMISAS D/MALHA DE ALGODÃO, USO MASCULINO;;;;;;
61052000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61052000 - CAMISAS D/MALHA D/FIBRAS SINT./ART.,USO MASC.;;;;;;
61059000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61059000 - CAMISAS D/MALHA D/OUTS.MATS.TÊXT.,USO MASC.;;;;;;
61061000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61061000 - CAMISAS, BLUSAS D/MALHA D/ALGODÃO,USO FEM.;;;;;;
61062000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61062000 - CAMISAS, BLUSAS D/MALHA FIBRA SINT/ART.,FEM.;;;;;;
61069000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61069000 - CAMISAS, BLUSAS D/MALHA OUTS.MAT.TÊXTEIS,FEM;;;;;;
61071100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61071100 - CUECAS E CEROULAS D/MALHA DE ALGODÃO;;;;;;
61071200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61071200 - CUECAS E CEROULAS D/MALHA FIBRA SINT./ART.;;;;;;
61071900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61071900 - CUECAS E CEROULAS DE OUTS.MATÉRIAS TÊXTEIS;;;;;;
61072100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61072100 - CAMISOLÕES/PIJAMAS MALHA DE ALGODÃO,MASC.;;;;;;
61072200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61072200 - CAMISOLÕES/PIJAMAS MALHA FIBR.SINT/ART.MASC.;;;;;;
61072900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61072900 - CAMISOLÕES/PIJAMAS D/OUTS.MAT.TÊXTEIS MASC.;;;;;;
61079100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61079100 - ROUPA/BANHO,ROBES,ETC.MASC.MALHA ALGODÃO;;;;;;
61079910;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61079910 - ROUPA/BANHO,ROBES,ETC.MASC.MALH.F.SINT/ART.;;;;;;
61079990;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61079990 - ROUPA/BANHO,ROBES,ETC.MASC.MALH./OUTS.MAT.;;;;;;
61081100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61081100 - COMBINAÇÕES,ANÁGUAS,ETC.MALHA FIB.SINT./ART.;;;;;;
61081900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61081900 - COMBINAÇÕES,ANÁGUAS,ETC.MALHA/OUTS.M.TÊXT.;;;;;;
61082100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61082100 - CALCINHAS, DE MALHA DE ALGODÃO;;;;;;
61082200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61082200 - CALCINHA MALHA D/FIBRAS SINTÉTICAS/ARTIFICIAIS;;;;;;
61082900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61082900 - CALCINHA MALHA DE OUTRAS MATÉRIAIS TÊXTEIS;;;;;;
61083100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61083100 - CAMISOLAS E PIJAMAS MALHA DE ALGODÃO FEM.;;;;;;
61083200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61083200 - CAMISOLAS E PIJAMAS MALHA FIBRA SINT/ART.FEM.;;;;;;
61083900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61083900 - CAMISOLAS E PIJAMAS MALHA OUTS.MAT.TÊXT.FEM.;;;;;;
61089100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61089100 - OUTS.COMB.ANÁGUAS SEM.MALHA ALGODÃO,FEM.;;;;;;
61089200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61089200 - OUTS.COMB.ANÁGUAS SEM.MALHA F.SINT/ART.FEM.;;;;;;
61089900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61089900 - OUTS.COMB.ANÁGUAS SEM.MALHA OUTS.M.TÊXTEIS;;;;;;
61091000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61091000 - CAMISETA #T-SHIRTS#,ETC.DE MALHA DE ALGODÃO;;;;;;
61099000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61099000 - CAMISETAS(T.SHIRTS)CAMISET.INT.MALHA./M.TÊXTIL;;;;;;
61101100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61101100 - SUÉTERES,PULOV.CARDIGÃ,COLETES,SEMELH.D/LÃ;;;;;;
61101200;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61101200 - SUÉTERES,PULOV.CARD.COL.SEML.C.CACHEMIRA;;;;;;
61101900;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61101900 - OUTS.SUÉTS.PUL.CARD.COL.SEM.,D/PÊLOS FINOS;;;;;;
61102000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61102000 - SUÉTS.PULOV.CARD.COL.SEM.,MALHA D/ALGODÃO;;;;;;
61103000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61103000 - SUÉTS.PULOV.CARD.COL.SEMELH.,FIBRA SINT./ART.;;;;;;
61109000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61109000 - SUÉTS.PULOV.CARD.COL.SEMELH.OUTS.M.TÊXTEIS;;;;;;
61112000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61112000 - VEST./ACESSÓRIOS P/BEBÊ MALHA DE ALGODÃO;;;;;;
61113000;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61113000 - VEST./ACESSÓRIOS P/BEBÊ MALHA FIBR.SINTÉTICA;;;;;;
61119010;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61119010 - DE LÃ OU DE PELOS FINOS;;;;;;
61119090;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61119090 - VEST./ACESSÓRIOS P/BEBÊ MALHA OUT.MAT.TÊXTIL;;;;;;
61121100;VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA;61121100 - ABRIGOS P/ESPORTE MALHA DE ALGODÃO;;;;;;
